日期,交通拥堵指数
2019-02-25,1.45
2019-02-26,1.51
2019-02-27,1.42
2019-02-28,1.46
2019-03-01,1.52
2019-03-02,1.4
2019-03-03,1.48
2019-03-04,1.47
2019-03-05,1.46
2019-03-06,1.44
2019-03-07,1.49
2019-03-08,1.58
2019-03-09,1.46
2019-03-10,1.41
2019-03-11,1.47
2019-03-12,1.47
2019-03-13,1.41
2019-03-14,1.47
2019-03-15,1.53
2019-03-16,1.45
2019-03-17,1.45
2019-03-18,1.58
2019-03-19,1.46
2019-03-20,1.45
2019-03-21,1.5
2019-03-22,1.54
2019-03-23,1.48
2019-03-24,1.46
2019-03-25,1.46
2019-03-26,1.45
2019-03-27,1.41
2019-03-28,1.46
2019-03-29,1.49
2019-03-30,1.45
2019-03-31,1.47
2019-04-01,1.47
2019-04-02,1.46
2019-04-03,1.43
2019-04-04,1.6
2019-04-05,1.42
2019-04-06,1.38
2019-04-07,1.44
2019-04-08,1.49
2019-04-09,1.44
2019-04-10,1.45
2019-04-11,1.49
2019-04-12,1.52
2019-04-13,1.47
2019-04-14,1.43
2019-04-15,1.54
2019-04-16,1.47
2019-04-17,1.45
2019-04-18,1.5
2019-04-19,1.53
2019-04-20,1.58
2019-04-21,1.41
2019-04-22,1.48
2019-04-23,1.46
2019-04-24,1.44
2019-04-25,1.53
2019-04-26,1.5
2019-04-27,1.41
2019-04-28,1.63
2019-04-29,1.45
2019-04-30,1.55
2019-05-01,1.37
2019-05-02,1.36
2019-05-03,1.35
2019-05-04,1.4
2019-05-05,1.68
2019-05-06,1.51
2019-05-07,1.49
2019-05-08,1.41
2019-05-09,1.47
2019-05-10,1.51
2019-05-11,1.42
2019-05-12,1.42
2019-05-13,1.47
2019-05-14,1.45
2019-05-15,1.45
2019-05-16,1.47
2019-05-17,1.48
2019-05-18,1.42
2019-05-19,1.47
2019-05-20,1.48
2019-05-21,1.44
2019-05-22,1.44
2019-05-23,1.47
2019-05-24,1.52
2019-05-25,1.51
2019-05-26,1.43
2019-05-27,1.52
2019-05-28,1.51
2019-05-29,1.43
2019-05-30,1.46
2019-05-31,1.47
2019-06-01,1.43
2019-06-02,1.41
2019-06-03,1.45
2019-06-04,1.45
2019-06-05,1.46
2019-06-06,1.57
2019-06-07,1.37
2019-06-08,1.35
2019-06-09,1.38
2019-06-10,1.44
2019-06-11,1.42
2019-06-12,1.41
2019-06-13,1.43
2019-06-14,1.44
2019-06-15,1.43
2019-06-16,1.39
2019-06-17,1.44
2019-06-18,1.42
2019-06-19,1.43
2019-06-20,1.46
2019-06-21,1.53
2019-06-22,1.32
2019-06-23,1.36
2019-06-24,1.45
2019-06-25,1.43
2019-06-26,1.46
2019-06-27,1.53
2019-06-28,1.41
2019-06-29,1.36
2019-06-30,1.34
2019-07-01,1.38
2019-07-02,1.4
2019-07-03,1.4
2019-07-04,1.44
2019-07-05,1.41
2019-07-06,1.36
2019-07-07,1.35
2019-07-08,1.45
2019-07-09,1.41
2019-07-10,1.35
2019-07-11,1.41
2019-07-12,1.36
2019-07-13,1.36
2019-07-14,1.33
2019-07-15,1.4
2019-07-16,1.39
2019-07-17,1.4
2019-07-18,1.37
2019-07-19,1.37
2019-07-20,1.34
2019-07-21,1.34
2019-07-22,1.42
2019-07-23,1.39
2019-07-24,1.36
2019-07-25,1.37
2019-07-26,1.37
2019-07-27,1.35
2019-07-28,1.39
2019-07-29,1.41
2019-07-30,1.36
2019-07-31,1.35
2019-08-01,1.37
2019-08-02,1.4
2019-08-03,1.34
2019-08-04,1.31
2019-08-05,1.38
2019-08-06,1.36
2019-08-07,1.36
2019-08-08,1.38
2019-08-09,1.43
2019-08-10,1.35
2019-08-11,1.31
2019-08-12,1.39
2019-08-13,1.38
2019-08-14,1.36
2019-08-15,1.39
2019-08-16,1.46
2019-08-17,1.37
2019-08-18,1.35
2019-08-19,1.44
2019-08-20,1.42
