日期,交通拥堵指数
2018-06-28,1.79
2018-06-29,1.78
2018-06-30,1.45
2018-07-01,1.41
2018-07-02,1.84
2018-07-03,1.87
2018-07-04,1.76
2018-07-05,1.76
2018-07-06,1.79
2018-07-07,1.44
2018-07-08,1.4
2018-07-09,1.79
2018-07-10,1.75
2018-07-11,1.75
2018-07-12,1.81
2018-07-13,1.77
2018-07-14,1.52
2018-07-15,1.41
2018-07-16,1.94
2018-07-17,1.74
2018-07-18,2.02
2018-07-19,1.93
2018-07-20,1.85
2018-07-21,1.47
2018-07-22,1.47
2018-07-23,1.86
2018-07-24,1.77
2018-07-25,1.77
2018-07-26,1.7
2018-07-27,1.8
2018-07-28,1.52
2018-07-29,1.43
2018-07-30,1.77
2018-07-31,1.77
2018-08-01,1.7
2018-08-02,1.69
2018-08-03,1.7
2018-08-04,1.44
2018-08-05,1.43
2018-08-06,1.69
2018-08-07,1.66
2018-08-08,1.64
2018-08-09,1.72
2018-08-10,1.69
2018-08-11,1.44
2018-08-12,1.44
2018-08-13,1.78
2018-08-14,1.64
2018-08-15,1.72
2018-08-16,1.72
2018-08-17,1.83
2018-08-18,1.53
2018-08-19,1.46
2018-08-20,1.76
2018-08-21,1.8
2018-08-22,1.73
2018-08-23,1.76
2018-08-24,2.02
2018-08-25,1.62
2018-08-26,1.55
2018-08-27,1.98
2018-08-28,1.8
2018-08-29,2.11
2018-08-30,1.87
2018-08-31,1.93
2018-09-01,1.69
2018-09-02,1.48
2018-09-03,2.2
2018-09-04,2.15
2018-09-05,2.06
2018-09-06,1.88
2018-09-07,2.21
2018-09-08,1.58
2018-09-09,1.5
2018-09-10,2.01
2018-09-11,1.92
2018-09-12,1.87
2018-09-13,1.92
2018-09-14,1.96
2018-09-15,1.63
2018-09-16,1.5
2018-09-17,2.12
2018-09-18,1.94
2018-09-19,1.95
2018-09-20,2.01
2018-09-21,2.27
2018-09-22,1.65
2018-09-23,1.64
2018-09-24,1.35
2018-09-25,2.06
2018-09-26,2.01
2018-09-27,1.85
2018-09-28,1.96
2018-09-29,1.95
2018-09-30,1.88
2018-10-01,1.4
2018-10-02,1.38
2018-10-03,1.4
2018-10-04,1.42
2018-10-05,1.45
2018-10-06,1.48
2018-10-07,1.54
2018-10-08,2.1
2018-10-09,2.04
2018-10-10,1.94
2018-10-11,2.17
2018-10-12,2.05
2018-10-13,1.55
2018-10-14,1.45
2018-10-15,1.99
2018-10-16,1.89
2018-10-17,1.89
2018-10-18,1.82
2018-10-19,1.98
2018-10-20,1.53
2018-10-21,1.44
2018-10-22,1.86
2018-10-23,2.1
2018-10-24,1.86
2018-10-25,1.89
2018-10-26,2.09
2018-10-27,1.53
2018-10-28,1.51
2018-10-29,2.69
2018-10-30,2.06
2018-10-31,1.81
2018-11-01,1.83
2018-11-02,1.96
2018-11-03,1.49
2018-11-04,1.41
2018-11-05,1.96
2018-11-06,1.83
2018-11-07,1.77
2018-11-08,1.77
2018-11-09,2.08
2018-11-10,1.48
2018-11-11,1.39
2018-11-12,1.8
2018-11-13,1.74
2018-11-14,1.75
2018-11-15,1.9
2018-11-16,1.85
2018-11-17,1.44
2018-11-18,1.38
2018-11-19,1.83
2018-11-20,1.73
2018-11-21,1.73
2018-11-22,1.71
2018-11-23,1.83
2018-11-24,1.41
2018-11-25,1.35
2018-11-26,1.75
2018-11-27,1.73
2018-11-28,1.72
2018-11-29,1.73
2018-11-30,1.77
2018-12-01,1.44
2018-12-02,1.41
2018-12-03,1.85
2018-12-04,1.83
2018-12-05,1.81
2018-12-06,1.81
2018-12-07,1.95
2018-12-08,1.47
2018-12-09,1.42
2018-12-10,1.89
2018-12-11,1.77
2018-12-12,1.75
2018-12-13,2.05
2018-12-14,1.88
2018-12-15,1.45
2018-12-16,1.36
2018-12-17,1.87
2018-12-18,1.77
2018-12-19,1.75
2018-12-20,1.72
2018-12-21,3.85
2018-12-22,2.05
2018-12-23,1.67
2018-12-24,2.28
2018-12-25,2.05
2018-12-26,1.94
2018-12-27,1.92
2018-12-28,1.93
2018-12-29,1.83
2018-12-30,1.46
2019-01-01,1.31
2019-01-02,2.25
2019-01-03,1.84
2019-01-04,1.84
2019-01-05,1.42
2019-01-06,1.36
2019-01-07,1.94
2019-01-08,1.78
2019-01-09,1.7
2019-01-10,1.72
2019-01-11,1.76
2019-01-12,1.47
2019-01-13,1.49
2019-01-14,1.93
2019-01-15,2.14
2019-01-16,1.82
2019-01-17,1.78
2019-01-18,1.77
2019-01-19,1.47
2019-01-20,1.4
2019-01-21,1.78
2019-01-22,1.82
2019-01-23,1.8
2019-01-24,1.71
2019-01-25,1.93
2019-01-26,1.58
2019-01-27,1.44
2019-01-28,1.67
2019-01-29,1.68
2019-01-30,1.64
2019-01-31,1.57
2019-02-01,1.49
2019-02-02,1.38
2019-02-03,1.28
2019-02-04,1.16
2019-02-05,1.17
2019-02-06,1.2
2019-02-07,1.22
2019-02-08,1.22
2019-02-09,1.23
2019-02-10,1.27
2019-02-11,1.38
2019-02-12,1.46
2019-02-13,1.49
2019-02-14,1.61
2019-02-15,1.49
2019-02-16,1.34
2019-02-17,1.32
2019-02-18,1.58
2019-02-19,1.38
2019-02-20,1.63
2019-02-21,1.65
2019-02-22,1.67
2019-02-23,1.43
2019-02-24,1.37
2019-02-25,1.72
2019-02-26,1.7
2019-02-27,1.66
2019-02-28,1.63
2019-03-01,1.88
2019-03-02,1.44
2019-03-03,1.39
2019-03-04,1.94
2019-03-05,1.84
2019-03-06,1.86
2019-03-07,1.83
2019-03-08,1.73
2019-03-09,1.47
2019-03-10,1.4
2019-03-11,1.92
2019-03-12,1.79
2019-03-13,2.3
2019-03-14,1.78
2019-03-15,1.92
2019-03-16,1.49
2019-03-17,1.41
2019-03-18,1.95
2019-03-19,1.81
2019-03-20,1.85
2019-03-21,2.93
2019-03-22,2.09
2019-03-23,1.53
2019-03-24,1.43
2019-03-25,2.03
2019-03-26,1.86
2019-03-27,1.9
2019-03-28,1.86
2019-03-29,1.9
2019-03-30,1.53
2019-03-31,1.43
2019-04-01,1.94
2019-04-02,1.83
2019-04-03,1.84
2019-04-04,2.19
2019-04-05,1.4
2019-04-06,1.4
2019-04-07,1.41
2019-04-08,1.91
2019-04-09,1.96
2019-04-10,1.83
2019-04-11,1.78
2019-04-12,1.84
2019-04-13,1.5
2019-04-14,1.41
2019-04-15,1.9
2019-04-16,1.82
2019-04-17,1.96
2019-04-18,1.82
2019-04-19,1.89
2019-04-20,1.57
2019-04-21,1.46
2019-04-22,1.94
2019-04-23,1.85
2019-04-24,1.82
2019-04-25,1.81
2019-04-26,1.88
2019-04-27,1.46
2019-04-28,1.75
2019-04-29,1.82
2019-04-30,1.92
2019-05-01,1.52
2019-05-02,1.5
2019-05-03,1.46
2019-05-04,1.44
2019-05-05,1.87
2019-05-06,1.89
2019-05-07,1.85
2019-05-08,1.84
2019-05-09,1.83
2019-05-10,1.91
2019-05-11,1.59
2019-05-12,1.48
2019-05-13,1.98
2019-05-14,1.94
2019-05-15,1.85
2019-05-16,1.94
2019-05-17,1.9
2019-05-18,1.54
2019-05-19,1.45
2019-05-20,2.34
2019-05-21,2.02
2019-05-22,1.88
2019-05-23,1.89
2019-05-24,1.99
2019-05-25,1.62
2019-05-26,1.57
2019-05-27,2.28
2019-05-28,2.07
2019-05-29,1.88
2019-05-30,1.96
2019-05-31,2.02
2019-06-01,1.67
2019-06-02,1.46
2019-06-03,1.98
2019-06-04,1.9
2019-06-05,1.85
2019-06-06,2.1
2019-06-07,1.34
2019-06-08,1.47
2019-06-09,1.43
2019-06-10,1.98
2019-06-11,2.05
2019-06-12,1.79
2019-06-13,1.83
2019-06-14,2.07
2019-06-15,1.51
2019-06-16,1.46
2019-06-17,1.89
2019-06-18,1.84
2019-06-19,1.77
2019-06-20,1.89
2019-06-21,1.9
2019-06-22,1.53
2019-06-23,1.4
2019-06-24,1.9
2019-06-25,1.83
2019-06-26,1.83
2019-06-27,1.83
2019-06-28,2.1
2019-06-29,1.5
2019-06-30,1.43
2019-07-01,2.06
2019-07-02,1.85
2019-07-03,1.82
2019-07-04,1.84
2019-07-05,1.89
2019-07-06,1.46
2019-07-07,1.44
2019-07-08,1.94
2019-07-09,1.88
2019-07-10,1.8
2019-07-11,1.79
2019-07-12,1.83
2019-07-13,1.76
2019-07-14,1.51
2019-07-15,2.41
2019-07-16,1.91
2019-07-17,2.04
2019-07-18,2.01
2019-07-19,1.85
2019-07-20,1.52
2019-07-21,1.52
2019-07-22,1.83
2019-07-23,1.87
2019-07-24,1.78
2019-07-25,1.74
2019-07-26,1.82
2019-07-27,1.49
2019-07-28,1.45
2019-07-29,1.74
2019-07-30,1.73
2019-07-31,1.77
2019-08-01,1.68
2019-08-02,1.75
2019-08-03,1.47
2019-08-04,1.42
2019-08-05,1.75
2019-08-06,1.76
2019-08-07,3.07
2019-08-08,1.68
2019-08-09,1.69
2019-08-10,1.4
2019-08-11,1.36
2019-08-12,1.72
2019-08-13,1.73
2019-08-14,1.68
2019-08-15,1.74
2019-08-16,1.89
2019-08-17,1.55
2019-08-18,1.44
2019-08-19,1.98
2019-08-20,1.84
