日期,交通拥堵指数
2018-10-12,1.94
2018-10-13,1.53
2018-10-14,1.39
2018-10-15,1.88
2018-10-16,1.8
2018-10-17,1.79
2018-10-18,1.98
2018-10-19,2.04
2018-10-20,1.55
2018-10-21,1.38
2018-10-22,1.89
2018-10-23,1.78
2018-10-24,1.79
2018-10-25,1.8
2018-10-26,1.94
2018-10-27,1.5
2018-10-28,1.39
2018-10-29,1.87
2018-10-30,1.75
2018-10-31,1.74
2018-11-01,1.75
2018-11-02,1.93
2018-11-03,1.5
2018-11-04,1.38
2018-11-05,2.26
2018-11-06,1.9
2018-11-07,1.92
2018-11-08,1.85
2018-11-09,1.98
2018-11-10,1.63
2018-11-11,1.43
2018-11-12,1.83
2018-11-13,1.77
2018-11-14,1.77
2018-11-15,1.79
2018-11-16,2.1
2018-11-17,1.53
2018-11-18,1.42
2018-11-19,1.89
2018-11-20,1.8
2018-11-21,1.93
2018-11-22,1.8
2018-11-23,2.04
2018-11-24,1.52
2018-11-25,1.46
2018-11-26,1.9
2018-11-27,1.76
2018-11-28,1.78
2018-11-29,1.78
2018-11-30,2.09
2018-12-01,1.52
2018-12-02,1.43
2018-12-03,1.88
2018-12-04,1.84
2018-12-05,1.8
2018-12-06,2.25
2018-12-07,2.31
2018-12-08,1.56
2018-12-09,1.45
2018-12-10,1.96
2018-12-11,1.81
2018-12-12,1.82
2018-12-13,1.79
2018-12-14,2.01
2018-12-15,1.57
2018-12-16,1.47
2018-12-17,1.97
2018-12-18,1.84
2018-12-19,1.81
2018-12-20,1.82
2018-12-21,2.12
2018-12-22,1.57
2018-12-23,1.43
2018-12-24,2.04
2018-12-25,1.96
2018-12-26,2.05
2018-12-27,1.9
2018-12-28,2.09
2018-12-29,2.47
2018-12-30,1.45
2019-01-01,1.35
2019-01-02,1.89
2019-01-03,1.9
2019-01-04,2.0
2019-01-05,1.45
2019-01-06,1.33
2019-01-07,1.89
2019-01-08,1.82
2019-01-09,2.04
2019-01-10,1.91
2019-01-11,1.94
2019-01-12,1.48
2019-01-13,1.39
2019-01-14,1.99
2019-01-15,2.09
2019-01-16,1.97
2019-01-17,1.85
2019-01-18,2.02
2019-01-19,1.5
2019-01-20,1.52
2019-01-21,2.05
2019-01-22,2.12
2019-01-23,1.97
2019-01-24,1.9
2019-01-25,2.02
2019-01-26,1.62
2019-01-27,1.42
2019-01-28,1.86
2019-01-29,1.74
2019-01-30,1.81
2019-01-31,1.63
2019-02-01,1.53
2019-02-02,1.28
2019-02-03,1.16
2019-02-04,1.09
2019-02-05,1.12
2019-02-06,1.15
2019-02-07,1.17
2019-02-08,1.19
2019-02-09,1.2
2019-02-10,1.2
2019-02-11,1.39
2019-02-12,1.5
2019-02-13,1.58
2019-02-14,1.8
2019-02-15,1.74
2019-02-16,1.48
2019-02-17,1.37
2019-02-18,1.83
2019-02-19,1.86
2019-02-20,1.87
2019-02-21,1.83
2019-02-22,2.04
2019-02-23,1.59
2019-02-24,1.44
2019-02-25,1.95
2019-02-26,1.88
2019-02-27,1.85
2019-02-28,1.81
2019-03-01,2.03
2019-03-02,1.49
2019-03-03,1.46
2019-03-04,1.97
2019-03-05,1.83
2019-03-06,1.95
2019-03-07,1.92
2019-03-08,2.03
2019-03-09,1.46
2019-03-10,1.43
2019-03-11,1.98
2019-03-12,1.83
2019-03-13,1.8
2019-03-14,1.96
2019-03-15,2.11
2019-03-16,1.56
2019-03-17,1.41
2019-03-18,2.08
2019-03-19,1.88
2019-03-20,1.94
2019-03-21,1.91
2019-03-22,2.09
2019-03-23,1.6
2019-03-24,1.38
2019-03-25,2.05
2019-03-26,1.85
2019-03-27,1.89
2019-03-28,1.93
2019-03-29,2.38
2019-03-30,1.55
2019-03-31,1.43
2019-04-01,2.1
2019-04-02,1.89
2019-04-03,1.91
2019-04-04,2.23
2019-04-05,1.59
2019-04-06,1.4
2019-04-07,1.39
2019-04-08,2.15
2019-04-09,1.96
2019-04-10,1.93
2019-04-11,1.84
2019-04-12,2.03
2019-04-13,1.62
2019-04-14,1.41
2019-04-15,2.09
2019-04-16,1.83
2019-04-17,1.86
2019-04-18,1.88
2019-04-19,2.6
2019-04-20,1.68
2019-04-21,1.44
2019-04-22,2.06
2019-04-23,2.0
2019-04-24,1.95
2019-04-25,2.01
2019-04-26,2.17
2019-04-27,1.5
2019-04-28,2.03
2019-04-29,2.0
2019-04-30,2.25
2019-05-01,1.52
2019-05-02,1.38
2019-05-03,1.35
2019-05-04,1.33
2019-05-05,1.97
2019-05-06,2.02
2019-05-07,1.91
2019-05-08,1.85
2019-05-09,1.8
2019-05-10,1.93
2019-05-11,1.5
2019-05-12,1.4
2019-05-13,1.94
2019-05-14,1.8
2019-05-15,1.78
2019-05-16,1.83
2019-05-17,1.98
2019-05-18,1.53
2019-05-19,1.62
2019-05-20,2.22
2019-05-21,1.77
2019-05-22,1.79
2019-05-23,1.84
2019-05-24,2.04
2019-05-25,1.53
2019-05-26,1.38
2019-05-27,2.07
2019-05-28,1.84
2019-05-29,1.86
2019-05-30,1.75
2019-05-31,1.88
2019-06-01,1.5
2019-06-02,1.38
2019-06-03,2.06
2019-06-04,1.97
2019-06-05,2.11
2019-06-06,2.33
2019-06-07,1.3
2019-06-08,1.37
2019-06-09,1.39
2019-06-10,1.94
2019-06-11,2.12
2019-06-12,1.94
2019-06-13,1.75
2019-06-14,1.95
2019-06-15,1.56
2019-06-16,1.34
2019-06-17,2.11
2019-06-18,1.79
2019-06-19,1.82
2019-06-20,1.87
2019-06-21,2.05
2019-06-22,1.48
2019-06-23,1.35
2019-06-24,1.91
2019-06-25,1.76
2019-06-26,1.81
2019-06-27,1.79
2019-06-28,2.08
2019-06-29,1.19
2019-06-30,1.25
2019-07-01,1.9
2019-07-02,1.9
2019-07-03,1.88
2019-07-04,1.81
2019-07-05,1.95
2019-07-06,1.43
2019-07-07,1.35
2019-07-08,2.32
2019-07-09,1.87
2019-07-10,1.82
2019-07-11,1.8
2019-07-12,1.89
2019-07-13,1.49
2019-07-14,1.31
2019-07-15,2.08
2019-07-16,1.71
2019-07-17,1.83
2019-07-18,1.81
2019-07-19,1.86
2019-07-20,1.45
2019-07-21,1.35
2019-07-22,2.69
2019-07-23,1.75
2019-07-24,1.91
2019-07-25,1.74
2019-07-26,1.88
2019-07-27,1.4
2019-07-28,1.3
2019-07-29,2.03
2019-07-30,1.7
2019-07-31,1.86
2019-08-01,1.72
2019-08-02,1.74
2019-08-03,1.45
2019-08-04,1.3
2019-08-05,1.76
2019-08-06,1.79
2019-08-07,1.82
2019-08-08,1.69
2019-08-09,1.76
2019-08-10,1.36
2019-08-11,1.3
2019-08-12,1.84
2019-08-13,1.73
2019-08-14,1.77
2019-08-15,1.71
2019-08-16,1.79
2019-08-17,1.37
2019-08-18,1.33
2019-08-19,1.93
2019-08-20,1.81
