锡伯民俗风情园,959
那拉提旅游风景区,5621
吐鲁番葡萄沟风景区,1114
怪石峪风景区,1121
喀什噶尔老城景区,1135
艾提尕尔清真寺,1613
可可托海风景区,1158
喀纳斯风景区,1166
西宁火车站,551
青海省博物馆,883
青海湖风景区,943
西宁市曹家堡机场,5862
石家庄正定国际机场,554
石家庄站,612
嶂石岩风景名胜区,1590
香河第一城,1356
廊坊市文化艺术中心公园,1411
普陀宗乘之庙,1382
承德避暑山庄,1383
金山岭长城旅游区,1559
白洋淀风景区,1396
野三坡白草畔景区,1553
黄龙山庄,1426
万龙滑雪场,1584
崆山白云洞,1525
娲皇宫,1530
北戴河·集发观光园,1579
吴桥杂技大世界,1646
清东陵景区,5650
长沙黄花国际机场,586
岳麓山风景名胜区,1619
南岳衡山风景区,1017
南岳大庙,6180
任弼时纪念馆,1023
岳阳楼风景区,1151
彭德怀纪念馆,1024
毛泽东同志纪念馆,6179
宝峰湖风景区,1036
黄龙洞风景区,1037
九嶷山舜帝陵风景区,1046
桃花源风景区,1125
茅岩河九天洞风景区,1138
炎帝陵,1285
益阳奥林匹克公园,1616
苏仙岭风景名胜区,1622
东江湖风景旅游区,5646
湄江国家地址公园,5357
武汉站,605
武当山风景区,975
神农架神农顶风景区,1029
神农架红坪景区,1030
古隆中,1031
三峡车溪土家民俗旅游区,1032
神农溪纤夫文化旅游区,1147
恩施大峡谷,5613
洪湖蓝田生态旅游风景区,1181
荆州古城历史文化旅游区,1698
汤池温泉,1292
银川河东机场,628
银川火车站,629
沙湖生态旅游区,1131
沙坡头旅游区沙漠区,1133
成都站,641
成都市天府广场,5847
邛海泸山国家级风景名胜区,913
灵山景区,946
恐龙博物馆,924
皇泽寺,926
翠云廊景区,942
乐山大佛风景区,927
峨眉山旅游风景区,1706
中国死海旅游度假区,928
四姑娘山景区,930
汶川三江生态旅游区,931
广汉三星堆博物馆,939
海螺沟冰川森林公园,941
阆中古城景区,950
西山风景区,951
碧峰峡,958
蒙顶山风景名胜区,1661
邓小平故里旅游区,1049
夕佳山景区,1123
兴文世界地质公园,1136
七曲山风景区,1130
窦圌山景区,1144
贵阳龙洞堡国际机场,653
人民广场,4503
龙宫风景名胜区,876
黄果树大瀑布景区,5665
遵义会议会址,897
贵州百里杜鹃风景名胜区,902
荔波樟江风景名胜区,5666
天津站,749
天津滨海国际机场,806
上海虹桥国际机场,760
上海浦东国际机场,763
杭州萧山国际机场,771
杭州站,772
竹海风景区,1300
湖州站,4393
南雁荡山国家重点风景名胜区,1601
温州火车站,6202
长屿硐天风景名胜区,1630
江南长城景区,1636
龙泉凤羽休闲山庄,4201
石门洞天,4204
钱江源国家森林公园,4206
清漾景区,4727
嘉兴站,4395
银泰城,4410
城隍庙步行街,4417
朱家尖国际沙雕艺术广场,4424
乌石塘景区,4425
绍兴市城市广场,6074
绍兴市天主堂,6075
合肥汽车客运总站,774
徽园,1286
黄山风景区,1178
黄山皖南古村落（西递）,5634
恩龙山庄生态旅游度假区,1183
绩溪龙川景区,5635
天柱山旅游区,1261
石台牯牛降风景区,1262
九华山风景区,1624
马仁奇峰森林风景区,1303
王稼祥纪念园,1304
天堂寨风景区,1349
万佛湖风景区,1350
阜阳生态乐园,1541
颍上八里河景区,5636
八公山风景区,1566
采石景区,1617
首都国际机场,786
新中关购物中心,4307
北京欢乐谷,5381
济南火车站,790
济南遥墙国际机场,791
孟庙孟府,1507
明故城（三孔）旅游区,5614
五莲山风景区,1522
聊城东昌湖旅游区,1527
台儿庄古城,1537
蒙山旅游区平邑龟蒙景区,1576
蒙山国家森林公园,1577
沂山国家森林公园,1582
中国陶瓷馆,1586
原山国家森林公园,1652
房干生态旅游区,1589
泰山风景区,1592
刘公岛风景名胜区,1628
赤山风景名胜区,1687
青岛十梅庵风景区,4352
青岛市火车站,5903
沈阳桃仙国际机场,805
沈阳奥体中心,5711
大鹿岛风景区,1231
鞍山千山风景名胜区,1465
玉佛苑,1499
关门山国家森林公园,1468
本溪水洞景区,1469
抗美援朝纪念馆,1473
五龙山风景区,1563
红河峡谷漂流,1474
猴石国家森林公园,1475
赫图阿拉城,1476
兴城海滨旅游景区,1481
兴城古城,1482
龙湾海滨风景区,1678
辽沈战役纪念馆,1483
锦州北普陀山旅游区,1571
广佑寺,1485
清河旅游度假区,1581
大连国际会议中心,4163
棒棰岛风景区,4164
布达拉宫,884
大昭寺,885
扎什伦布寺,888
珠峰大本营,889
桑耶寺,952
巴松措风景区,1656
玉水寨,893
丽江古城,894
九乡风景区,895
石林风景区,1109
腾冲县热海火山风景区,900
腾冲和顺景区,901
南诏风情岛,903
鸡足山,904
南甸宣抚司署,905
莫里热带雨林风景区,906
燕子洞,907
阿庐古洞,908
西双版纳原始森林公园,916
野象谷热带雨林景区,917
普达措国家公园,965
九龙瀑布群风景区,1143
秀山历史文化公园,1653
世界第一高桥旅游区,4518
县内乡县衙博物馆,976
豫西大峡谷,998
鸡公山国家级风景名胜区,1293
南湾湖风景旅游区,1305
南街村风景区,1505
中原花木博览园,1506
戚城文物景区,1533
濮阳绿色庄园景区,1534
商丘古文化旅游区,1535
芒砀山文物旅游区,1544
京华园,1536
八里沟景区,6150
嵩山少林风景区,1538
中岳庙,1539
太行大峡谷,1552
云梦山风景区,1565
金山旅游区,4205
中国翰园,1573
包公祠风景区,1574
嵖岈山国家地质公园,1585
云台山景区,1627
中原大佛,4125
洛阳火车站,5915
洛阳火车东站,5916
白帝城风景区,1038
芦笛岩,1040
独秀峰·王城景区,1041
青秀山风景区,1070
广西科技馆,5695
立鱼峰风景区,1089
龙潭公园,1654
柳侯公园,1663
北海银滩,1095
北海海洋之窗,1096
八寨沟旅游景区,1099
刘永福故居,1100
桂平西山风景名胜区,1103
容县三名景区,1127
鹿峰山风景区,1141
龙母庙景区,1129
百色起义纪念馆,1132
大石围天坑群景区,1137
德天瀑布,1146
姑婆山国家森林公园,1148
三平风景区,1282
福建土楼(南靖)景区,1283
第二城闽南印象,4618
厦门大学（南普陀）,6423
泉州商城,4622
环球城,4668
龙岩站,4626
三元阁,4627
莆田站,4633
湄洲岛妈祖庙,4634
建瓯站,4669
南平站,4676
宁德站,4670
福安站,4671
永安站,4679
三明站,4680
三坊七巷景区,5644
福州市奥林匹克体育中心,5813
雨花台风景区,1287
秦淮河,1289
南京马拉松-奥体东门广场,12024
大明寺,1294
仪征铜山森林公园,6149
中华恐龙园,1296
常州市红梅公园,5938
镇江博物馆,1307
金山湖风景区,1353
连岛海滨旅游度假区,1543
花果山风景区,1575
淮海战役烈士纪念塔园林,1545
徐州火车站,6010
溱湖国家湿地公园,1546
狼山风景名胜区,1611
南通博物苑,1672
周恩来纪念馆,1709
新天地广场,4356
无锡太湖国家旅游度假区,4357
中华麋鹿园景区,5595
苏州市寒山寺,5897
苏州市火车站,5898
太阳岛风景区,1452
大庆铁人王进喜纪念馆,1471
大庆油田历史陈列馆,1472
明月岛,1487
嘉荫恐龙国家地质公园,1493
火山口国家森林公园,1578
向海国家自然保护区,1466
莫莫格国家级自然保护区,1467
查干湖旅游度假区,1489
龙湾群国家森林公园,1490
杨靖宇烈士陵园,1643
莲花山滑雪场,1558
伪满皇宫博物馆,5659
北大壶滑雪度假区,1567
吉林松花湖风景名胜区,1568
六鼎山文化旅游区,5663
